10,1.7474177223753735,1.7474177223753735,1.7474177223753735,3.1646637492916803,2.6619226202340776,1.634705622707115
20,1.698453966023393,1.698453966023393,1.698453966023393,3.0565045599081335,2.7530733646779693,1.5386545957087459
30,1.6886817761476105,1.6886817761476105,1.6886817761476105,3.03572224871981,2.7883685088707217,1.6493565845247737
40,1.6820087724964037,1.6820087724964037,1.6820087724964037,3.079643229168363,2.858362778043594,1.6303201435518833
50,1.7072837308870976,1.7072837308870976,1.7072837308870976,3.044644322124202,2.8522161239040393,1.6284106266260037
60,1.6578231333681235,1.6578231333681235,1.6578231333681235,3.052398038362406,2.8587062140834196,1.6661269875755036
70,1.6267150689870646,1.6267150689870646,1.6267150689870646,3.062812014573238,2.881225745562534,1.6781955509416804
80,1.6553374326482828,1.6553374326482828,1.6553374326482828,3.08051247230144,2.8864411608882783,1.6692440882028023
90,1.6391564136480774,1.6391564136480774,1.6391564136480774,3.059391418843643,2.8784204491494343,1.6839441240536726
100,1.6265004591018564,1.6265004591018564,1.6265004591018564,3.041253628352041,2.862194480348126,1.6508924375414715
110,1.6352647459352834,1.6352647459352834,1.6352647459352834,3.082890438428685,2.92685812282449,1.688713694276713
120,1.637958442066314,1.637958442066314,1.637958442066314,3.1129047240926204,2.9568791459418273,1.720064014505489
130,1.6333241873143223,1.6333241873143223,1.6333241873143223,3.1017488461613456,2.9471289657278557,1.6804371380008796
140,1.6384071525783999,1.6384071525783999,1.6384071525783999,3.0561228419394864,2.915374667381973,1.6833777161752121
150,1.6100685735289282,1.6100685735289282,1.6100685735289282,3.0464701740194653,2.9087293460000376,1.715798904861677
160,1.6413245323909968,1.6413245323909968,1.6413245323909968,3.0426877557656566,2.918296175773805,1.6847103508716874
170,1.6791603131193404,1.6791603131193404,1.6791603131193404,3.0305374354636916,2.910370222547873,1.6873155198954026
180,1.6363002586035642,1.6363002586035642,1.6363002586035642,2.97578105169626,2.861220545168549,1.6916114560592532
190,1.6245870171567955,1.6245870171567955,1.6245870171567955,3.0080382088520645,2.9003643113380395,1.6712975309027134
210,1.7539003630165404,1.7539003630165404,1.7539003630165404,3.499794666212261,3.2036433193151184,1.678157969184618
220,1.8143376579258086,1.8143376579258086,1.8143376579258086,3.3900886934985706,3.097392433973285,1.9112784288496338
230,1.8420015529037166,1.8420015529037166,1.8420015529037166,3.4266333241285665,3.1895258279424388,1.8862517117189341
240,1.922827155833685,1.922827155833685,1.922827155833685,3.371989860661929,3.089518982333434,1.8645586957614815
250,1.9718049244796698,1.9718049244796698,1.9718049244796698,3.3815008352599074,3.0853639937884685,1.9588834288047832
